Source,Geography,Race,SES Vulnerability,Cause,Deaths
NCHS,Fulton,American Indian or Alaska Native,Average,COVID-19,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Alzheimer's Disease,0.0
NCHS,DeKalb,White,Very High,Testicular Cancer,0.0
NCHS,DeKalb,White,Very Low,Assault (Homicide),0.0
NCHS,DeKalb,White,Very Low,Asthma,0.0
NCHS,DeKalb,White,Very Low,Birth-Related Infections,0.0
NCHS,DeKalb,White,Very Low,Bronchitis,0.0
NCHS,DeKalb,White,Very Low,Cervical Cancer,0.0
NCHS,DeKalb,White,Very Low,Fire and Smoke Exposure,0.0
NCHS,DeKalb,White,Very Low,Flu,0.0
NCHS,DeKalb,White,Very Low,Hardening of the Arteries,0.0
NCHS,DeKalb,White,Very Low,Kidney Infections,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Accidental Shooting,0.0
NCHS,DeKalb,White,Very Low,Legal Intervention,0.0
NCHS,DeKalb,White,Very Low,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,DeKalb,White,Very Low,Meningitis,0.0
NCHS,DeKalb,White,Very Low,Neural Tube Defects,0.0
NCHS,DeKalb,White,Very Low,Prematurity,0.0
NCHS,DeKalb,White,Very Low,Respiratory Distress Syndrome,0.0
NCHS,DeKalb,White,Very Low,Rheumatic Fever and Heart Diseases,0.0
NCHS,DeKalb,White,Very Low,Sickle Cell Anemia,0.0
NCHS,DeKalb,White,Very Low,TB,0.0
NCHS,DeKalb,White,Very Low,Testicular Cancer,0.0
NCHS,DeKalb,White,Very Low,Lack of Oxygen to the Fetus,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Meningitis,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Motor Vehicle Crashes (MVC),0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Neural Tube Defects,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Obstructive Heart Disease (incl. Heart Attack),0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Oral Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Ovarian Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Pancreatic Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Parkinson's Disease,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Cervical Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Prematurity,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Prostate Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Respiratory Distress Syndrome,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Rheumatic Fever and Heart Diseases,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Sickle Cell Anemia,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Skin Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Stomach Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Stroke,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Suffocation,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,TB,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Pneumonia,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Colon Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Diabetes,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Disorders Related to Drug Use,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Drowning,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Emphysema,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Falls,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Fire and Smoke Exposure,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Flu,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,HIV/AIDS,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Hardening of the Arteries,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Lung Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Hypertensive Heart Disease,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Hypertensive Heart and Chronic Kidney Disease,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Intentional Self-Harm (Suicide),0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Kidney Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Kidney Diseases,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Kidney Infections,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Lack of Oxygen to the Fetus,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Legal Intervention,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Leukemia,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Liver Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,High Blood Pressure (Hypertension),0.0
NCHS,DeKalb,White,High,Assault (Homicide),0.0
NCHS,DeKalb,White,High,Asthma,0.0
NCHS,DeKalb,White,High,Birth-Related Infections,0.0
NCHS,DeKalb,White,High,Bronchitis,0.0
NCHS,DeKalb,White,High,Cervical Cancer,0.0
NCHS,DeKalb,White,High,Drowning,0.0
NCHS,DeKalb,White,High,Emphysema,0.0
NCHS,DeKalb,White,High,Fire and Smoke Exposure,0.0
NCHS,DeKalb,White,High,Flu,0.0
NCHS,DeKalb,White,Very High,TB,0.0
NCHS,DeKalb,White,High,Lack of Oxygen to the Fetus,0.0
NCHS,DeKalb,White,High,Legal Intervention,0.0
NCHS,DeKalb,White,High,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,DeKalb,White,High,Meningitis,0.0
NCHS,DeKalb,White,High,Neural Tube Defects,0.0
NCHS,DeKalb,White,High,Respiratory Distress Syndrome,0.0
NCHS,DeKalb,White,High,Sickle Cell Anemia,0.0
NCHS,DeKalb,White,High,Stomach Cancer,0.0
NCHS,DeKalb,White,High,TB,0.0
NCHS,DeKalb,White,High,Testicular Cancer,0.0
NCHS,DeKalb,White,High,Kidney Infections,0.0
NCHS,DeKalb,White,Average,Lack of Oxygen to the Fetus,0.0
NCHS,DeKalb,White,Average,Legal Intervention,0.0
NCHS,DeKalb,White,Average,Leukemia,0.0
NCHS,DeKalb,White,Average,Liver Cancer,0.0
NCHS,DeKalb,White,Average,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,DeKalb,White,Average,Meningitis,0.0
NCHS,DeKalb,White,Average,Neural Tube Defects,0.0
NCHS,DeKalb,White,Average,Oral Cancer,0.0
NCHS,DeKalb,White,Average,Pneumonia,0.0
NCHS,DeKalb,White,Average,Prematurity,0.0
NCHS,DeKalb,White,High,Alcoholic Liver Disease,0.0
NCHS,DeKalb,White,Average,Rheumatic Fever and Heart Diseases,0.0
NCHS,DeKalb,White,Average,Sickle Cell Anemia,0.0
NCHS,DeKalb,White,Average,Skin Cancer,0.0
NCHS,DeKalb,White,Average,Stomach Cancer,0.0
NCHS,DeKalb,White,Average,Suffocation,0.0
NCHS,DeKalb,White,Average,TB,0.0
NCHS,DeKalb,White,Average,Testicular Cancer,0.0
NCHS,DeKalb,White,Average,Throat Cancer,0.0
NCHS,DeKalb,White,Average,Uterine Cancer,0.0
NCHS,DeKalb,White,High,Accidental Shooting,0.0
NCHS,DeKalb,White,Average,Respiratory Distress Syndrome,0.0
NCHS,DeKalb,White,Very High,Aortic Aneurysm and Dissection,0.0
NCHS,DeKalb,White,Very High,Birth-Related Infections,0.0
NCHS,DeKalb,White,Very High,Brain Cancer,0.0
NCHS,DeKalb,White,Very High,Bronchitis,0.0
NCHS,DeKalb,White,Very High,Cervical Cancer,0.0
NCHS,DeKalb,White,Very High,Emphysema,0.0
NCHS,DeKalb,White,Very High,Fire and Smoke Exposure,0.0
NCHS,DeKalb,White,Very High,Flu,0.0
NCHS,DeKalb,White,Very High,HIV/AIDS,0.0
NCHS,DeKalb,White,High,Uterine Cancer,0.0
NCHS,DeKalb,White,Very High,Kidney Infections,0.0
NCHS,DeKalb,White,Very High,Lack of Oxygen to the Fetus,0.0
NCHS,DeKalb,White,Very High,Legal Intervention,0.0
NCHS,DeKalb,White,Very High,Leukemia,0.0
NCHS,DeKalb,White,Very High,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,DeKalb,White,Very High,Meningitis,0.0
NCHS,DeKalb,White,Very High,Respiratory Distress Syndrome,0.0
NCHS,DeKalb,White,Very High,Rheumatic Fever and Heart Diseases,0.0
NCHS,DeKalb,White,Very High,Sickle Cell Anemia,0.0
NCHS,DeKalb,White,Very High,Suffocation,0.0
NCHS,DeKalb,White,Very High,Hypertensive Heart and Chronic Kidney Disease,0.0
NCHS,DeKalb,White,Low,Accidental Shooting,0.0
NCHS,DeKalb,White,Low,Aortic Aneurysm and Dissection,0.0
NCHS,DeKalb,White,Low,Asthma,0.0
NCHS,DeKalb,White,Low,Birth-Related Infections,0.0
NCHS,DeKalb,White,Low,Cervical Cancer,0.0
NCHS,DeKalb,White,Low,Drowning,0.0
NCHS,DeKalb,White,Low,Fire and Smoke Exposure,0.0
NCHS,DeKalb,White,Low,Flu,0.0
NCHS,DeKalb,White,Low,Hardening of the Arteries,0.0
NCHS,DeKalb,White,Low,Lack of Oxygen to the Fetus,0.0
NCHS,DeKalb,White,Very High,All other Other Diseases of Circulatory System,0.0
NCHS,DeKalb,White,Low,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,DeKalb,White,Low,Meningitis,0.0
NCHS,DeKalb,White,Low,Neural Tube Defects,0.0
NCHS,DeKalb,White,Low,Ovarian Cancer,0.0
NCHS,DeKalb,White,Low,Prematurity,0.0
NCHS,DeKalb,White,Low,Respiratory Distress Syndrome,0.0
NCHS,DeKalb,White,Low,Rheumatic Fever and Heart Diseases,0.0
NCHS,DeKalb,White,Low,Sickle Cell Anemia,0.0
NCHS,DeKalb,White,Low,Testicular Cancer,0.0
NCHS,DeKalb,White,Very High,Accidental Shooting,0.0
NCHS,DeKalb,White,Low,Legal Intervention,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Kidney Infections,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Lack of Oxygen to the Fetus,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Legal Intervention,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Leukemia,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Liver Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Lung Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Lymph Cancer (Hodgkin's Disease),0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Meningitis,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Motor Vehicle Crashes (MVC),0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Testicular Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Obstructive Heart Disease (incl. Heart Attack),0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Oral Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Ovarian Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Pancreatic Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Parkinson's Disease,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Pneumonia,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Poisoning,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Prematurity,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Prostate Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Respiratory Distress Syndrome,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Neural Tube Defects,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Blood Poisoning,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Brain Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Breast Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Bronchitis,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,COVID-19,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Cervical Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Colon Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Diabetes,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Disorders Related to Drug Use,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Drowning,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Kidney Diseases,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Falls,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Fire and Smoke Exposure,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Flu,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,HIV/AIDS,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Hardening of the Arteries,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,High Blood Pressure (Hypertension),0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Hypertensive Heart Disease,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Hypertensive Heart and Chronic Kidney Disease,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Intentional Self-Harm (Suicide),0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Kidney Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Emphysema,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Asthma,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Birth-Related Infections,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Bladder Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Blood Poisoning,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Brain Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Breast Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Bronchitis,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,COVID-19,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Cervical Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Rheumatic Fever and Heart Diseases,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Diabetes,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Disorders Related to Drug Use,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Drowning,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Emphysema,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Falls,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Fire and Smoke Exposure,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Flu,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,HIV/AIDS,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Hardening of the Arteries,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,High Blood Pressure (Hypertension),0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Colon Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Sickle Cell Anemia,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Skin Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Stomach Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Stroke,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Suffocation,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,TB,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Testicular Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Throat Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Uterine Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Accidental Shooting,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Assault (Homicide),0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,All Other Unintentional Injury,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,All other Chronic Liver Disease and Cirrhosis,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,All other Chronic Lower Respiratory Diseases,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,All other Diseases of the Genitourinary System,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,All other Diseases of the Nervous System,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,All other Mental and Behavioral Disorders,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,All other Other Diseases of Circulatory System,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Alzheimer's Disease,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Aortic Aneurysm and Dissection,0.0
NCHS,Fulton,American Indian or Alaska Native,Very High,Alcoholic Liver Disease,0.0
NCHS,Fulton,American Indian or Alaska Native,High,COVID-19,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Cervical Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Colon Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Diabetes,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Disorders Related to Drug Use,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Drowning,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Emphysema,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Falls,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Fire and Smoke Exposure,0.0
NCHS,Fulton,American Indian or Alaska Native,Low,Bladder Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,High,HIV/AIDS,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Hardening of the Arteries,0.0
NCHS,Fulton,American Indian or Alaska Native,High,High Blood Pressure (Hypertension),0.0
NCHS,Fulton,American Indian or Alaska Native,High,Hypertensive Heart Disease,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Hypertensive Heart and Chronic Kidney Disease,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Intentional Self-Harm (Suicide),0.0
NCHS,Fulton,American Indian or Alaska Native,High,Kidney Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Kidney Diseases,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Kidney Infections,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Lack of Oxygen to the Fetus,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Flu,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Throat Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,Average,Uterine Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Accidental Shooting,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Alcoholic Liver Disease,0.0
NCHS,Fulton,American Indian or Alaska Native,High,All Other Unintentional Injury,0.0
NCHS,Fulton,American Indian or Alaska Native,High,All other Chronic Liver Disease and Cirrhosis,0.0
NCHS,Fulton,American Indian or Alaska Native,High,All other Chronic Lower Respiratory Diseases,0.0
NCHS,Fulton,American Indian or Alaska Native,High,All other Diseases of the Genitourinary System,0.0
NCHS,Fulton,American Indian or Alaska Native,High,All other Diseases of the Nervous System,0.0
NCHS,Fulton,American Indian or Alaska Native,High,"All other Endocrine, Nutritional and Metabolic Diseases",0.0
NCHS,Fulton,American Indian or Alaska Native,High,Bronchitis,0.0
NCHS,Fulton,American Indian or Alaska Native,High,All other Other Diseases of Circulatory System,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Alzheimer's Disease,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Aortic Aneurysm and Dissection,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Assault (Homicide),0.0
NCHS,Fulton,American Indian or Alaska Native,High,Asthma,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Birth-Related Infections,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Bladder Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Blood Poisoning,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Brain Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Breast Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,High,All other Mental and Behavioral Disorders,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Suffocation,0.0
NCHS,Fulton,American Indian or Alaska Native,High,TB,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Testicular Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Throat Cancer,0.0
NCHS,Fulton,American Indian or Alaska Native,High,Uterine Cancer,0.0
